,Unnamed: 0,Content,Location,Retweet-Count,Favorites,Created at
1306,587,Excited to hear all the great talks at the BSHT virtual meeting 2021 @BritSocHaemThro #thrombosis #haemostasis #science #virtuallearning #ECR🩸 🔬 🧪,,1,13,2021-03-11 09:00:49
1307,588,"Short. Bite-sized. Precise. Video learning content has surely come a long way. What do you think? Share your thoughts in the comments section.

#videolearning #contentdevelopment #contentcreating #virtuallearning #videoedits #animationfilm #videoconferencingsolutions #HCMguru https://t.co/c4VVARdIHI",India,0,0,2021-03-11 08:58:10
1308,589,Damn I wish I had #virtuallearning when I was in #school 🏫 y’all little niggas got it good look at this!! 😂 I wish!! https://t.co/fmFKP4ce1r,Miami,0,0,2021-03-11 07:16:31
1309,590,"Get more out of your virtual fairs. 

Let’s take a look at how @FIU set-up a large-scale virtual fair and how you could use these learnings and leverage @airmeet for similar events as well.

#virtualevent #virtualfairs #virtuallearning https://t.co/sbRFIUD63d",Remote,0,2,2021-03-11 06:30:04
1310,591,A little comic relief to get to the other side #PandemicLife #AcademiaDuringCovid #VirtualLearning #ProfLife 😆😷 https://t.co/TCqOWb051E,San Jose State University,0,2,2021-03-11 06:19:45
1311,592,"#Dietetics Practicum in hybrid learning method. What and how has students gained &amp; managed for #clinical, #community &amp; #foodservice phases.

Read more here: https://t.co/uxNFE4aAqW

#hybridlearning #imudietetics #InternationalMedicalUniversity #virtuallearning #COVID19 #practicum",,0,2,2021-03-11 05:51:43
1312,593,"Lord Shiva reminds you of all the qualities that you have in your life to work hard and achieve your desire. Wishing you #MahaShivaratri 2021.🌏https://t.co/0Ji8DHmWHX

#shivratri #mahadev #IMT #Bhopal #shiva #shiv #bholenath #mahakal #harharmahadev #elearning #virtuallearning https://t.co/MgzGR1PTDe","Bhopal, Madhya Pradesh",0,0,2021-03-11 05:42:23
1313,594,"Carve your path to success with online education by upgrading your knowledge and skills with IIBMS.
##onlinelearning #distancelearning #onlinestudies #onlinecourse ##virtuallearning #onlineeducation ##learninganddevelopment https://t.co/yo07d0XoH2",Mumbai,0,2,2021-03-11 05:35:48
1314,595,"12 more wake ⬆️s till my kids see the inside of a classroom for the first time in a year. 12 more wake ⬆️s till they get to make new friends.  12 more wake ⬆️s till they get a glimmer of normalcy. 
#momlife #boymom #thisismotherhood #COVIDdiaries #virtuallearning #hybridlearning","Washington, USA",0,0,2021-03-11 05:27:11
1315,596,"""By deliberately partnering students, rather than giving them a number of students to interact with, teachers can promote the kind of inclusiveness online that generally exists in the physical environment."" #virtuallearning #edchat https://t.co/9fj6SlaRMn","Seoul, Republic of Korea",0,1,2021-03-11 05:02:00
1316,597,"Virtual Reality (VR) learning has become an avenue to be explored with passion.
Let’s take a look at how the applications of VR can enrich the teaching and learning experience:

Read Here: https://t.co/FHyDf9V0bG

#virtuallearning #virtualreality #digitallearning #schools https://t.co/viuLrs0WwX","Bengaluru, India",4,2,2021-03-11 04:30:39
1317,598,"Vikasians achieved such an outstanding result in IIT- JEE MAINS 2021. 
https://t.co/kxFlBZmyOX
#examresults #VikasTheConceptSchool #Bestcbseschool #Bestschoolhyderabad  #LearnSafe #LearnVirtual #OnlineLearning #VirtualLearning https://t.co/ltAb5mDs53",,0,0,2021-03-11 04:30:01
1318,599,"Captain’s Log: Day 362

One year of remote schooling at the Dooley Academy of Excellence and I’d say I’ve still got things under control...🤦🏼‍♀️ #virtuallearning #pandemicparenting #remoteschooling #WorkFromHome #parenting @blancobrown #getup https://t.co/eQof0ulWuk","Cleveland, Ohio",0,2,2021-03-11 04:29:34
1319,600,Very cool how the Webex Education Connector and @Blackboard are making it easy to turn any device into a virtual classroom. # Webex #RemoteLearning #edtech #virtuallearning #onlinelearning #Virtualclassroom https://t.co/BT6ijqZayR,"Surabaya, Indonesia",0,0,2021-03-11 04:18:39
1320,601,"Check out my classroom on @DonorsChoose! help to bring my project to life:  https://t.co/uApC58cG3A #donorschoose #teacherfunder #teacherlife #sel #socialemotionallearnning #virtuallearning #virtualteaching #teachertwitter
@stanlevenson @helpingteach @craignewmark @charitycheetah",East Texas,8,5,2021-03-11 03:36:57
1321,602,"This digital download utilizes The Next Generation Science Standards. Using Indigenous ways of knowing to contextualize globalization &amp; the impacts our food choices have. 

Buy it:  https://t.co/sFkZrJXDDK 

#teacherstrong #virtuallearning #education #educhat #edutwitter #vermont https://t.co/MZT6mrpdpi",,1,1,2021-03-11 03:28:18
1322,603,"Today was a busy day for our staff and a few volunteers who participated in an education day! Thanks to Champlain Hospice Palliative Care Program (CHPCP) for providing this educational experience and learning opportunity! 
 #virtuallearning #EducationMatters @CHPCP_PSPC https://t.co/gllQGkTo0z","Renfrew, Ontario",0,0,2021-03-11 03:26:29
1323,604,"Making a model of earth’s layers in our geology unit with a marble, playdough, and aluminum foil. Easy peezy for #virtuallearning. #5thgrade @GordonPrincipal #gordonpatriotpride https://t.co/1EJ6PVfdkF","Virginia, USA",0,2,2021-03-11 03:25:46
1324,605,Ss loved watching this @Pixar short as an introduction to theme! One small group even acted out the emotions felt by the main character. #gordonpatriotpride #virtuallearning #stidentengagement #disneypixarsboundin https://t.co/g69Qeb7w76,"Midlothian, VA",0,7,2021-03-11 03:01:05
1325,606,"The students in both my synchronous classes have created such amazing energy throughout the semester. We know there's a lot going on in all our lives, but for those 2 hours together, we make the most of it!  

#ViruraTeaching #VirtualLearning https://t.co/o5IL2aBc3e","New Jersey, USA",0,1,2021-03-11 02:59:09
1326,607,"Books that explore cultural identity provide a foundation for instructional practices that develop cultural contexts and diverse perspectives. 

Check out these text!

#ReadAcrossAmerica 
#EncourageReaders
#Reading
#virtuallearning 
#HomeSchool https://t.co/WF25NTnfKW",VA,0,1,2021-03-11 02:45:13
1327,608,"If you missed our #OETC21 session today, you can check it out here: https://t.co/KuQygIA0D6 #cfevsconnected #cfevs #FromTypicaltoMagical #curriculumnight #remotelearning #virtuallearning https://t.co/mr3MBsqHtw","Kent, OH",0,7,2021-03-11 02:27:23
1328,609,Virtual Yummy Mindful Knitting Workshops! #knitting #virtuallearning #teacher #knit #yarn #education #womenempowerment #WomensHistoryMonth #Entrepreneur #pivot #Reinvent #femaleentrepreneurs #SmallBusiness #WednesdayMotivation #Wednesdayvibe #Wellbeing #ArtistOnTwitter #craft https://t.co/pQ45wfNzaR,,1,1,2021-03-11 02:21:51
1329,610,We didn’t need a telescope to see these constellations! (Or a fork to eat them😊) #virtuallearning #STEMeducation #newburnsninjas https://t.co/ZkMb3SNcSl,,0,2,2021-03-11 02:18:05
1330,611,This week is your LAST CHANCE to sign up for Virtual Essentials March 15-19! Get all the benefits of our Essentials class without the travel and take it from the comfort of your own home! https://t.co/DHLs4jzPcb #MarchEssentials #VirtualLearning https://t.co/96KSUtaHl3,London Ontario,0,0,2021-03-11 01:48:15
1331,612,"So thankful to this amazing group for participating in these #patienteducation videos that we are producing for an ongoing research project on #PretermBirthPrevention 

#impsci  #virtuallearning
#TeamScience
#BehindtheScenes

@ResearchKY  @universityofky  @UK_HealthCare @UK_CCTS https://t.co/f5zbp8RyYd",,0,3,2021-03-11 01:32:44
1332,613,This week is your LAST CHANCE to sign up for Virtual Essentials March 15-19! Get all the benefits of our Essentials class without the travel and take it from the comfort of your own home! https://t.co/ZGMQEoPBGX #MarchEssentials #VirtualLearning https://t.co/nNW7QkvBOD,"Irving, TX",0,0,2021-03-11 01:32:23
1333,614,How often are you planning to use your bitmoji classroom? #Virtuallearning,,0,1,2021-03-11 01:16:03
1334,615,"Congrats, @fueledbylaunch! And thank you for the services that you provide to thousands of students! #Launch @officialSPS #virtuallearning https://t.co/1m9Xu49hu1","Eureka, MO",0,5,2021-03-11 01:07:18
1335,616,I feel like I don't have time for anything. School is just really intense at the moment. #school  #virtuallearning,,0,1,2021-03-11 00:56:48
1336,617,Some important River Safety messages from the grade 1/2 students at @holy_rosary_cs  @LDCSB Stay safe everyone!  #riversafety #virtuallearning https://t.co/rqDQogA7m6,"London, Ontario",2,2,2021-03-11 00:44:27
1337,618,"Teachers &amp; students won't stop globetrotting through cyberspace post-pandemic. Managing Director of the @cilcorg, explains why #educators have a new appreciation for #virtuallearning with @eschoolnews. #edutwitter #teachertwitter 

https://t.co/7DYgVve9el","Denver, Colorado",1,2,2021-03-11 00:37:08
1338,619,"Virtual learning has had a major impact on local students. This new report shows more students are failing than ever before. #COVID19 #pandemic #virtuallearning 
https://t.co/kWFwLBgMo2","Savannah, GA",0,0,2021-03-11 00:18:37
1339,620,"My fellow educators...if you haven’t heard yet, let me put you onto Blooket! You can pick different game modes while your kids review. Students look forward to playing and it gives us a great formative assessment—WINNING! #blooket #virtuallearning #funwithapurpose #teamSISD https://t.co/RgVmQo0lzK",,2,15,2021-03-11 00:13:46
1340,621,"💚 love today’s slide! Getting ready to close out grades before #SpringBreak!!!🙌🏼
#TEACHers #secondaryela #highschoolteacher #iteach #secondaryeducation #edtech #edtechchat #edchat #education #iteachenglish #iteachela #distancelearning #virtuallearning #remotelearning #starbucks https://t.co/eR16ehATEc","Houston, TX",0,2,2021-03-11 00:06:03
1341,622,NYC District 30 Learning Technology Grant participants create a WebQuest that incorporates steps from the Public Policy Analyst model. Year 3- Session 2-Group A #virtuallearning #collaboration #Dedication @NYCSchools @NYSEDNews @IS_145Q @69qPs @ps84q @ps85q @I127q @ps234q @Is126Q https://t.co/MVbYTHdA4P,,2,7,2021-03-10 23:48:11
1342,623,Agree 100% and love reading daily to my students @outschool #virtuallearning #homeschooling https://t.co/zdI8kmMbvX,,0,0,2021-03-10 23:44:50
1343,624,"When you resort to TMI to get a reaction from your student Zoombies. 🤪🙄😴(No one cares about the hidden meaning of your recurring nightmares, Mrs. K) #teacherlife #virtuallearning #englishteacher",Atlanta,0,5,2021-03-10 23:24:55
1344,625,Want to unlock your financial savvy? Tabor/LHOP is offering FREE Virtual Community Financial Workshops that will run through May 2021! Browse the schedule &amp; register for these valuable workshops: https://t.co/eJZJK2HDLg #Education #Empowerment #VirtualLearning https://t.co/VFGqFBCVjt,"Lancaster, PA",0,1,2021-03-10 22:50:14
1345,626,Abrís art teacher is leaving to in person learning and she is really sad. She is going to get a new art teacher. He inspired her artistic side and she is very grateful. Teachers really impact students 🥺❤️ #virtuallearning,"California, USA",0,1,2021-03-10 22:42:24
1346,627,"Despite some of the frustrations schools, teachers, and students have to face with #VirtualLearning, there's one thing this past year has allowed – increased flexibility. @drewschantz shares how we might take advantage to promote student mastery! https://t.co/bNO2eVh24b",United States,0,1,2021-03-10 22:41:52
1347,628,Why is #spelling so important to #literacy ? Watch to find out! #FortheLoveofLearning #TheReadingFoundation #ILoveLearning #ReadingRocks #SpellingSuperstar #YYC #YYZ #YVR #virtuallearning #importanceofspelling https://t.co/fJ1FAKwMOX,"Calgary, Alberta",0,4,2021-03-10 22:36:36
1348,629,"“Virtual learning in the CSU has given me a higher sense of independence and responsibility, all while in the comfort of my own home!""
— #CSUB senior and @calstate Student Trustee, Krystal Mae Raynes

#RunnerPride #VirtualLearning #CSUniverse https://t.co/93QjFr87nv","Bakersfield, CA",4,5,2021-03-10 22:25:00
1349,630,These are some of the comments Pebble Hills Dance students wrote reflecting on a routine they learned #virtuallearning #TeamSISD #dancers https://t.co/Nd1AiyZjll,,3,9,2021-03-10 22:24:32
1350,631,"This North American retailer of energy and energy services was able to quickly gain virtual selling skills during the pandemic using the ""Counselor Selling in a Virtual Environment"" program. Learn more: https://t.co/JOcVM5G1r8
#SalesDevelopment #VirtualSelling #VirtualLearning","Minneapolis, MN",0,2,2021-03-10 22:20:04
1351,632,"The MWRD virtual booth also featured a discussion on #wastewatertreatment from #STEM professional, #HomewoodFlossmoor alumnus, and Laboratory Technician II, Brandon Reynolds. 
#WeAreHF #WaterScienceExplorers #VirtualLearning #ChicagoSouthland https://t.co/DgrQScZVRW","Cook County, Illinois",0,1,2021-03-10 22:15:42
1352,633,@Matterport There’s a virtual tour revolution! Join us for an irresistible money-off deal on Matterport’s Pro2 camera! https://t.co/a4v3pzSkQ3 #VR #VirtualReality #edtech #ARVRinEDU #education #COVID19 #virtuallearning #virtualteaching #remotelearning #remoteteaching,"Boston, Massachusetts",1,1,2021-03-10 22:14:13
1353,634,"An interesting line up of speakers for the 3rd Emerging Frontiers in Oncology summit. Tickets are going fast! April 8th - Virtual! Check out the speakers and register here: https://t.co/FtVUAUK6KG

#oncology #thehutch #innovation #virtuallearning #precisionmedicine","Chicago, IL",0,0,2021-03-10 22:13:47
1354,635,"Online school isn't easy. But with these 6 tips, you can make studying for your tests much easier! 

#onlineschool #onlinelearning #virtuallearning #tips https://t.co/ugLmhoCKqp",,0,0,2021-03-10 22:01:43
1355,636,"With Aleph you can achieve your goals! Join 3000 graduates worldwide and get certified with Aleph Technologies today.

#getcertified #achieveyourgoals #techskills #digitalskills #virtuallearning  #remotelearning 

https://t.co/fIxHujE0dP https://t.co/aBliqESGld","Ontario, Canada",0,1,2021-03-10 22:00:39
1356,637,"Today in my “Short Stories by Women Writers” class @outschool we read “The Lottery” by the original queen of horror stories, Shirley Jackson. Rich discussion by middle-schoolers about the danger of blindly following tradition. #virtuallearning #homeschooling",,0,0,2021-03-10 21:50:38
1357,638,"🗄 #ResourceWednesday Supporting Success Success for Children with Hearing Loss has published an article that includes information on #VirtualLearning and teaching/assessing during #COVID. #DeafEd 
https://t.co/3bFGV6ig0h https://t.co/ZB82JdTyMB","St. Augustine, FL",0,1,2021-03-10 21:49:02
1358,639,"Guided meditations, yoga, science experiments, art projects, patience with the mute; always impressed and grateful for Tilly’s @haltoncatholicdsb teachers @MissBLangdon and Ms Neo. 
Big ups to educators everywhere this year. 
#tillygram #virtuallearning #dadlife #yoga #dontmindme https://t.co/sGNAHqoqkV","Ontario, Canada",1,2,2021-03-10 21:45:11
1359,640,"Content is one of the highlights of my day! Today we learned that dolphins, whales and humans are all mammals! We learned about mammal traits and closed our lesson with some mammal drawings! #virtuallearning #SuccessAnywhere I love our little community! https://t.co/x0BB9F2hki",,2,2,2021-03-10 21:37:41
1360,641,Grabbed a hotspot and taught my virtual class in our campus atrium this afternoon! The change of scenery was just what the teacher and students needed! Feels of spring and vitamin D! @TomballISD @TISDLES1 #virtuallearning https://t.co/jnio8KcuAr,,0,1,2021-03-10 21:35:21
1361,642,Virtual Yummy Mindful Knitting Workshop!! #knitting #knit #Virtual #fun #craft #DIY #handmadegifts #handmade #yarn #Creative #creativity #ArtistOnTwitter #maker #Wellbeing #Wednesdayvibe #beautiful #happy #virtuallearning #artisan #learning #crochet #artist #crafter #knitter https://t.co/QxptN5XyZd,,0,2,2021-03-10 21:16:03
1362,643,"Join us and the ECD Global Alliance for our webinar - Endocrine Conditions in Erdheim-Chester Disease with Dr. Hannah-Schmouni. Register Today: https://t.co/YMMMXwzrVc

#ECD #histio #webinar #virtuallearning #endocrinology https://t.co/vvZ4OHmpmS","Pitman, NJ USA",0,0,2021-03-10 21:06:25
1363,644,"Seats remain for tomorrow's Lunch &amp; Learn with international negotiator Melanie Billings-Yun. 
Snag your place to learn about the cross-cultural power of persuasion. 

https://t.co/XpYwn9gMNP

#virtuallearning #negotiation #Oregon","Portland, OR",0,0,2021-03-10 20:47:17
1364,645,I love it @iammathED ! We are blessed to have you as a member of #TeamHudson! #TeamSelmaConnected #EdChat #VirtualLearning #RelationshipsMatter https://t.co/QjuDAENcY5,Alabama,1,3,2021-03-10 20:45:21
1365,646,"Who says our #students are not concerned about their 'friends' having appropriate #virtuallearning spaces too! Thanks for sharing, Makena! Snowflake is lucky to have you! @MattawanCSD @JayLarner @schumanmattawan @CathyBrewster7 https://t.co/Unzile07kb","Mattawan, MI",0,4,2021-03-10 20:35:38
1366,647,#BlackHistory second graders! Room 209 #virtuallearning @MooreMaya @VP @MichelleObama @BarackObama @BubbaWallace @RubyBridges https://t.co/hnjMhJACQq,,0,1,2021-03-10 20:31:54
1367,648,We started to build our egg drop contraptions. Each group has a different way to protect their egg 🥚 We can't wait to see what works on Friday!! #Virtuallearning #HybridLearning @SeaGateES @ms_sge https://t.co/cgceAMEt6H,,1,2,2021-03-10 20:28:09
1368,649,"Making the Case for Transforming Summer School https://t.co/u9PXAHjjph via @noahdougherty 

#summerschool #creditrecovery #distancelearning #remotelearning #virtuallearning #learningloss #personalizedlearning #k12education","Washington, DC",0,1,2021-03-10 20:19:59
1369,650,"#virtuallearning is here to stay. While it isn't likely to completely replace in-person #teaching, #elearningcourses provide a viable alternative. Many schools are reflecting on the past year to make decisions about the future. https://t.co/L5a0tpWLjr","Scottsdale, AZ",1,0,2021-03-10 20:15:54
1370,651,"As @kcpublicschools gets ready to welcome students back we are moving from a 9am report time to a 6:50 report time and I'm not sure there exists enough coffee to get me ready for this.

#education #facetoface #virtuallearning #wearekcps #coffee #caffine https://t.co/GZe5alZVqU","Kansas City, MO",0,0,2021-03-10 20:15:23
1371,652,The pandemic has taken a toll on not only teachers and students - but parents as well. This article gives some great insight into how to improve the remote learning experience. https://t.co/HhAnXuKSNi #RemoteLearning #VirtualLearning #EducationNews #Classroom,Toronto,0,0,2021-03-10 20:13:03
1372,653,"Videos of Jonte Lee as ""The Kitchen Chemist"" have gone viral on social media with students throughout America. #virtuallearning #wedbad415 https://t.co/wFFYoSsD11",,0,0,2021-03-10 20:10:02
1373,654,"#VirtualLearning has evolved extensively over the past few months. If your school is looking to take that step forward, @RingCentral is prepared to handle and deliver a world-class virtual learning experience. #VirtualClassroom #Education https://t.co/jQivZg46h5","Ladera Ranch, CA",0,0,2021-03-10 20:10:00
1374,655,Jonte Lee bought and delivered supplies for his 35 students. #virtuallearning #wedbad415 https://t.co/OaKb4KuFSB,,0,0,2021-03-10 20:09:59
1375,656,A Washington D.C science teacher transformed his kitchen into a chemistry lab to bring his online lessons to life. #virtuallearning #wedbad415 https://t.co/tttGAljlhQ,,0,0,2021-03-10 20:09:57
1376,657,How #VirtualLearning Is Falling Short on Preparing #Students for Future Careers via @educationweek #futureready #remotelearning https://t.co/nHPEGPvACx,"Newton, MA",1,2,2021-03-10 20:05:11
1377,658,"#virtuallearning is crucial for office workers and #deskless workers. How is your organization making this possible?
https://t.co/nYTWeTiHXi","Denver, Colo.",0,0,2021-03-10 20:03:59
1378,659,"Understanding how to use the different features in Chrome can help with your productivity and efficiency.
Visit https://t.co/GCoV4vc3ke!

#howiusethelab #STEM #learnfromhome #virtuallearning #EdTech #INeLearningLab https://t.co/RcfklveXUG",,1,1,2021-03-10 20:03:03
1379,660,"On April 27th we are running a Virtual New Parent Workshop! This course has been filling up fast! Make sure to visit https://t.co/YGIYxk5NE2 or call us at (416) 967-4244 to learn more and register!

#online #virtuallearning #virtual #newparents #toronto #pregnant #baby #firstaid https://t.co/BCjnpCjIRl","Downtown, Scarb, & Etobicoke",1,4,2021-03-10 19:59:24
1380,661,#virtuallearning almost over for the day https://t.co/UK1KQqq8fh,"Baton Rouge, LA",0,0,2021-03-10 19:58:16
1381,662,"https://t.co/x1aRbYBrCF is a free collaborative digital whiteboard that can house a combination of video, text, annotation and more!
Visit https://t.co/Qqtv9eTUpa!

#howiusethelab #STEM #learnfromhome #virtuallearning #EdTech #INeLearningLab https://t.co/7YFoxJ1DIe",,1,2,2021-03-10 19:54:04
1382,663,I could totally get used to virtual parent/teacher conferences. Much better then speeding to the school from work for a meeting that is shorter than the drive to get there. #covidwin #virtuallearning #parentinginapandemic https://t.co/uxztj5XHST,"Grand Island, NY",0,4,2021-03-10 19:50:54
1383,664,"8th Grade: Influential Person Digital Mosaics! 🤯👩‍💻☺️

Barack Obama, Jisoo, Robin Williams &amp; Jackie Robinson!! Stay tuned for more amazing influential mosaics!! 

#middleschoolart #digitalmosaics #virtuallearning #VEMart https://t.co/vu5F6pamZi",,0,7,2021-03-10 19:46:08
1384,665,"The (Virtual) Travel Impact Challenge is BACK this Spring Break, and we are looking for our next travelers! Nominate a student(s) by March 15th! https://t.co/6BJKvJeagd #TeachTravel #SYTA #SYF #VirtualLearning #EducationTravel https://t.co/DtfR5PO8u2",United States,1,3,2021-03-10 19:45:02
1385,666,"Sign up for virtual lessons today with one of our amazing teachers!

Go to https://t.co/Sir64rioNQ

#musiclessons #Atlanta #music #kids #virtuallearning #Virtual #atlantamusiceducation #musiceducation https://t.co/6GGvJpz6LC","Atlanta, GA",0,0,2021-03-10 19:40:39
1386,667,So proud of the work my class put into creating their food menus for math! Here is a compilation of the great work they did! #financialliteracy @TCDSB_StAnne #proudteacher #virtuallearning https://t.co/UBSYEf6fwc,,0,4,2021-03-10 19:40:20
1387,668,"Face-to-Face, Virtual, or Hybrid Labs – Which One's Best?
VIEW TIPS... https://t.co/u9JAskVb8h
#labs #digitallearning #elearning #onlinelearning #education #learning #edtech #distancelearning #school #covid #teachingtips #virtuallearning https://t.co/g4ZBAxbheY","Cincinnati, Ohio",0,0,2021-03-10 19:31:32
1388,669,Virtual Personal Experiences are now on our PERKS marketplace! Your team members can now choose their own virtual classes and experiences to pick up a new hobby or to simply have fun. Find yours at https://t.co/gqslksS2VN #employeeperks #virtuallearning #healthiswealth #hobbies https://t.co/7x80xKyfZo,,1,1,2021-03-10 19:28:37
1389,670,"""Water Cooler"" moments are important. We miss them as adults, and those feelings of connection are as essential, probably far more, to youth. How do you enrich social connections without physical space? https://t.co/i2mUPSHyXf #edutwitter #virtuallearning #SocialEmotionalLearning","Seattle, WA",1,3,2021-03-10 19:15:07
1390,671,"In this short tutorial, Learning Associate Colin Byers shows you how to use Google Jamboard to make a simple timeline.
https://t.co/3lmenNL3lG
Check out some of our other resources at https://t.co/bDg5kdUt6K @Haggisbreath #virtuallearning #technology #onlinelearning #edtechchat https://t.co/W25GPxYAtj","Lacombe, Alberta",4,2,2021-03-10 19:12:00
1391,672,"Experience The Sound Of The AFC Championship New England Patriots Flyover, C-5 Galaxy
https://t.co/LpQmR4bAWq #VR #VirtualReality #edtech #ARVRinEDU #education #COVID19 #virtuallearning #virtualteaching #remotelearning #remoteteaching","Boston, Massachusetts",1,0,2021-03-10 19:08:21
1392,673,"We are so lucky🍀that @GoogleForEdu Meets ""mute all"" feature is finally here🙌🏽! #FMSDTechChat #virtuallearning #remotelearning #elearning https://t.co/3t0oaFCDoP","Fort Mill, SC",4,27,2021-03-10 18:56:04
1393,674,"Thank you to the schools who asked us to speak to their classes about the #thirdcrossing. Lots of amazing questions from students on the design and construction. If you’re a teacher and want to talk about the bridge, email us thirdcrossing@cityofkingston.ca #virtuallearning https://t.co/n2z91VOUb7","Kingston, Ontario, Canada",3,16,2021-03-10 18:34:02
1394,675,"The 15 best online courses on MasterClass

#OnlineLearning #eLearning  #DistanceLearning #OnlineClasses #VirtualLearning

https://t.co/5E2zUSzIsg https://t.co/Ur5lyULire","Grand Rapids, MI",0,0,2021-03-10 18:25:33
1395,676,The @SalvationArmyMA has served 20.8 million meals since the start of the #coronavirus #pandemic one year ago. They also provide help with #virtuallearning for kids in certain communities. https://t.co/aw7LMeCzsh,Boston,3,12,2021-03-10 18:20:28
1396,677,"Let me interrupt your day to show you this Amazing idea for virtual small groups #Prek teachers 🎉  Mrs. Rojas is using the learning center kits to review shapes &amp; addition. She started off with a song, slides to review the concept &amp; then this! @farinefalcons #virtuallearning https://t.co/a7OiQnitTV","Dallas, TX",3,17,2021-03-10 18:04:41
1397,678,"Say hello to your student's favorite choir warm-up! 12345!
https://t.co/peN7sQw5r7

#choirwarmups   #musicteacher    #virtuallearning https://t.co/QObzIdKMlN",Wisconsin,0,1,2021-03-10 18:01:02
1398,679,"Improve your vocabulary with today's #WordWednesday word: 

Impetuous - Acting or done quickly and without thought or care

#sylvanlearning #vocabulary #word #wordoftheday #SAT #ACT #learningpod #knowledge #elearning #onlinelearning #virtuallearning #distancelearning #tutoring https://t.co/30jjaYZpcE","Brookfield, CT",0,0,2021-03-10 18:00:01
1399,680,"Join us for the third part of our Telehealth Series: Dissociation with Adults! 
Register here: https://t.co/EKS60XQ7Jn
#virtuallearning https://t.co/0xwpCrAmc1",San Diego,0,0,2021-03-10 17:50:35
1400,681,"@dementiaunited
 is pleased to announce that the fully funded Greater Manchester mild cognitive impairment webinar series #VirtualLearning course is now live White heavy check mark

You can find out more on the Dementia United website: https://t.co/h6f0gGah8a

#Dementia #Webinars https://t.co/0Arwe9okUF",Greater Manchester,5,4,2021-03-10 17:40:05
1401,682,"Despite the pandemic, #innovation &amp; #engineering educators have provided engaging #virtuallearning opportunities for #highered students. Learn from their tips and resources provided by @venturewell: https://t.co/L7bJJHYmdY","Portland, OR",0,5,2021-03-10 17:40:02
1402,683,"As part of our taster series, we have created an online course on Building My Resilience.

Complete with exercises, free wall chart to use on a daily basis and some animated instructional videos, go check it out! 

https://t.co/WYG18Lq77W

#virtuallearning #resilience #wellbeing https://t.co/IdhI80fF7a",UK,0,0,2021-03-10 17:30:03
1403,684,"Today we read the book The Rabbit Listened by Cori Doerrfeld. ♥️ Both @mrshrodger &amp; I highly recommend this book of you are looking to add to your book collection. Linked to listening, friendship, growth mindset &amp; empathy. @SCDSBLiteracy #readaloud #readoften #virtuallearning https://t.co/ji1RfM9UmH","Barrie, Ontario",6,52,2021-03-10 17:25:54
1404,685,"Are you a high school student interested in filmmaking? Join us next week for our LSFF Online Film Camp - March 15-20.  Financial aid is available:
https://t.co/Hgb5NNpuHQ
#virtuallearning #filmeducation #filmmaking #shortfilm #highschool #onlineeducation #SpringBreak 📽️🎬","Fort Worth, Texas",0,1,2021-03-10 17:23:31
1405,686,Our team of Grade 8s designed their own strategies for adding and subtracting mixed fractions from a muffin baking scenario. Pulled upon previous skills such as borrowing. #learningthroughinquiry #virtuallearning #mathematicalreasoning https://t.co/GS8pQgti5w,,1,2,2021-03-10 17:20:24
1406,687,"Getting started can be hard especially when you have a lot on your plate. Don't let it overwhelm you - call us for personalized, 1-on-1 assistance: (813) 328-3036. #education #tutoring #elearning #virtuallearning https://t.co/30tD9LRYkb",United States,0,0,2021-03-10 17:16:26
1407,688,@kaokaliayang distance-learning at its’ finest!!  #remotelearning #virtuallearning,"St Paul, MN",0,2,2021-03-10 17:14:23
1408,689,"There is light at the end of our long tunnel of social isolation, but teachers still need to focus on students’ sense of connection to their peers &amp; school community.

https://t.co/Wy26EHruLJ

#distancelearning #goodread #covid19 #virtuallearning #teachers #parents #100daysofcode",Southern California,7,3,2021-03-10 17:11:31
1409,690,"@thepradeeprawat @PMOIndia @EduMinOfIndia @cmohry @ParentsGurgaon @NcrParents @GurukulParents @WeUnitedParents It won't be wrong if we say 2020-21 was an experiment of #Virtualschooling and should be continued unless everyone gets #vaccinated 
Technology must be used when actually it should be used @cmohry @EduMinOfIndia #onlinefee for #virtuallearning @ParentsGurgaon @WeUnitedParents","Gurugram, Haryana",15,8,2021-03-10 17:07:16
1410,691,"New courses are ready:
• Glaucoma Mythbusters and IOP Adjusters
• Recognition and Management of Neurotrophic Keratitis
• Prismatic Visual Field Enhancement (until 3/30/21)

Learn more: https://t.co/mvFOcmYF6m

#salusuniversity #continuingeducation #virtuallearning https://t.co/ypbEWhGwQC",Salus University,0,0,2021-03-10 17:03:30
1411,692,"Parent(s) &amp; Student(s) 👪

#STAYACTIVE #VIRTUALLEARNING 

Our Mission: To create the best educational environment for students who are seeking a New Beginning.

Our Vision: NBHS will transform each student academically and socially into productive, independent members of society. https://t.co/0Zyk687BPW","Polk County, FL",0,0,2021-03-10 17:02:30
1412,693,Thank you @ROMtoronto for the beautiful opportunity to not only hear #indigenousvoices but to also create poetry of our own @DDSBatHome7to8 #poetry #virtuallearning https://t.co/dB4hPkhBOq,"Durham, Ontario",1,2,2021-03-10 17:00:48
